decency	1	3	1	1	4	1	2	1	4	2	4	4	4	1	4	3	3	3	2	3	3	3	4	4	4	O
.	1	3	1	1	4	1	2	1	4	2	4	4	4	1	4	3	3	3	2	3	3	3	4	4	4	O

Beautifully	2	3	1	1	5	2	6	1	0	5	5	5	5	4	3	4	4	5	3	3	4	4	5	6	5	O
crafted	2	4	2	2	5	2	6	1	0	5	5	5	4	5	4	4	4	4	3	4	3	4	5	5	5	O
,	2	4	2	2	5	2	6	1	0	5	5	5	4	5	4	4	4	4	3	4	3	4	5	5	5	O
engaging	2	4	3	2	5	2	7	1	0	5	5	4	3	4	4	4	2	4	4	4	3	4	5	5	4	O
filmmaking	2	4	2	2	4	2	4	1	0	5	5	3	5	5	4	2	4	3	2	3	3	3	4	4	4	O
that	0	2	0	0	3	0	1	1	0	5	4	5	4	5	4	4	3	1	1	1	1	2	2	2	2	O
should	1	4	1	1	5	1	2	1	0	4	3	4	4	5	2	3	4	4	3	3	3	4	5	5	4	O
attract	1	3	1	1	4	1	2	1	0	3	5	4	5	2	4	4	4	2	2	2	3	3	4	4	4	O
upscale	1	4	1	1	4	1	2	1	0	5	4	5	5	5	3	4	4	4	4	4	4	4	5	5	5	O
audiences	2	4	2	2	5	2	5	1	0	4	4	5	2	4	4	4	1	5	5	4	5	5	5	5	4	O
hungry	1	4	1	1	5	1	3	1	0	4	5	2	4	5	4	1	4	5	3	4	5	5	5	5	5	O
for	0	1	0	0	2	0	2	1	0	5	5	4	2	5	4	4	1	1	1	2	1	1	2	2	2	O
quality	1	4	1	1	4	1	2	1	0	5	2	2	2	5	1	1	1	4	3	3	4	4	5	4	4	O
and	0	1	0	0	2	0	0	1	0	2	4	2	4	2	4	1	3	1	1	2	2	2	2	2	2	O
a	0	1	0	0	2	0	0	0	0	4	2	4	4	5	1	3	3	2	2	1	1	2	1	2	2	O
nostalgic	2	3	2	2	4	2	5	1	0	2	2	4	2	2	1	3	1	3	2	3	4	4	4	4	4	O
,	2	3	2	2	4	2	5	1	0	2	2	4	2	2	1	3	1	3	2	3	4	4	4	4	4	O
twisty	1	3	1	1	4	1	2	1	0	2	4	2	4	1	3	1	2	4	3	4	4	4	4	5	5	O
yarn	0	1	0	0	2	0	0	1	0	4	4	4	4	5	3	2	2	1	1	1	1	1	1	2	2	O
that	1	2	1	1	4	1	2	1	0	4	2	4	4	5	1	2	2	4	3	3	3	3	4	4	4	O
will	0	2	0	0	4	0	0	1	0	2	4	4	4	2	2	2	2	2	1	1	2	2	2	3	3	O
keep	1	2	1	0	4	1	2	1	0	4	4	4	4	3	2	2	4	3	2	3	3	4	4	4	4	O
them	1	2	0	0	4	1	2	1	0	4	4	4	4	3	2	4	4	3	2	3	3	3	3	4	4	O
guessing	1	4	1	1	4	1	5	1	3	4	4	4	4	3	2	4	4	3	3	3	4	4	4	4	4	O
.	1	4	1	1	4	1	5	1	3	4	4	4	4	3	2	4	4	3	3	3	4	4	4	4	4	O

Bread	1	4	1	1	4	1	3	1	0	4	4	4	5	6	4	3	4	3	2	3	3	4	4	4	4	O
,	1	4	1	1	4	1	3	1	0	4	4	4	5	6	4	3	4	3	2	3	3	4	4	4	4	O
My	1	3	1	1	4	1	4	1	0	4	4	5	4	4	3	4	2	4	3	3	3	3	4	4	4	O
Sweet	3	4	2	1	5	3	5	1	0	4	4	4	4	6	3	2	2	4	3	3	3	4	4	5	5	O
has	1	2	1	1	4	1	2	1	0	4	5	4	4	4	4	2	4	3	3	2	2	3	4	4	3	O
so	1	2	1	1	4	1	2	1	0	5	4	4	4	5	2	4	2	3	2	3	3	3	4	4	3	O
many	1	4	1	1	4	1	3	1	0	4	4	4	2	3	2	2	1	3	2	3	4	4	5	5	4	O
flaws	1	2	1	1	4	1	3	1	0	4	4	2	4	3	4	1	3	3	3	3	3	4	4	4	4	O
it	0	1	0	0	2	0	0	1	0	4	4	4	3	5	2	3	2	1	2	3	2	2	2	2	1	O
would	1	3	1	1	4	1	3	1	0	4	2	3	4	3	1	2	3	4	3	3	4	5	4	5	5	O
be	0	2	0	0	3	0	0	1	0	2	4	4	3	1	3	3	2	2	1	1	2	2	2	2	2	O
easy	1	3	1	1	4	1	5	1	0	4	3	3	4	4	2	2	3	4	3	3	3	5	4	5	4	O
for	0	2	0	0	3	0	1	1	0	3	4	4	4	2	3	3	3	2	2	2	3	3	2	2	2	O
critics	0	3	1	1	4	0	1	1	0	4	3	4	5	4	2	3	4	2	2	1	2	2	3	3	3	O
to	1	3	1	1	4	1	2	1	0	3	4	5	2	2	3	4	2	5	3	3	3	4	4	4	4	O
shred	2	4	2	1	5	2	5	1	2	4	4	2	2	4	3	2	2	4	3	4	4	4	4	5	5	O
it	0	2	0	0	2	0	0	1	0	4	5	2	2	4	4	2	2	2	1	2	2	3	3	2	2	O
.	0	2	0	0	2	0	0	1	0	4	5	2	2	4	4	2	2	2	1	2	2	3	3	2	2	O

Slow	1	4	1	1	4	1	4	1	0	4	4	5	4	5	4	3	2	3	2	2	2	2	3	3	3	O
,	1	4	1	1	4	1	4	1	0	4	4	5	4	5	4	3	2	3	2	2	2	2	3	3	3	O
silly	2	3	2	1	5	2	7	1	0	5	5	4	5	5	3	2	5	5	4	3	3	4	5	5	4	O
and	1	2	1	1	4	1	4	1	0	4	5	5	4	5	3	5	4	5	4	4	4	5	5	5	5	O
unintentionally	5	5	6	3	5	5	7	1	0	5	4	4	4	5	2	4	4	4	3	4	4	4	5	5	5	O
hilarious	2	4	2	2	4	2	6	1	2	4	5	4	4	3	5	4	4	4	3	4	4	4	4	5	5	O
.	2	4	2	2	4	2	6	1	2	4	5	4	4	3	5	4	4	4	3	4	4	4	4	5	5	O

Ultimately	3	4	3	2	5	3	6	1	0	5	5	5	5	5	4	3	3	5	5	4	4	4	5	5	5	O
feels	3	3	3	1	5	3	7	1	0	5	5	5	3	4	3	3	2	5	3	3	3	5	5	5	5	O
emp11111ty	7	3	7	3	5	7	7	1	1	5	5	3	5	5	3	2	4	4	4	4	4	4	5	5	4	O
and	0	2	0	0	3	0	1	1	0	5	5	5	2	4	3	4	1	3	2	2	3	3	4	4	3	O
unsatisfying	3	4	3	3	5	3	7	1	1	5	3	2	4	4	2	1	3	4	3	4	4	4	4	5	4	O
,	3	4	3	3	5	3	7	1	1	5	3	2	4	4	2	1	3	4	3	4	4	4	4	5	4	O
like	0	1	0	0	2	0	1	1	0	3	5	4	0	3	4	3	0	1	0	0	1	1	1	2	1	O
swallowing	2	3	1	2	4	2	6	1	0	5	2	0	5	6	1	0	3	4	3	3	4	4	4	5	4	O
a	0	0	0	0	0	0	0	0	0	2	4	5	5	1	3	3	4	0	0	0	0	0	0	0	0	O
Communion	2	3	2	1	5	2	7	1	3	4	0	5	4	4	0	4	2	5	4	4	4	5	5	5	5	O
wafer	1	4	1	1	5	1	2	1	0	0	5	4	2	0	3	2	2	4	4	4	4	5	5	5	4	O
without	1	2	1	1	4	1	5	1	3	5	5	2	4	4	4	2	3	3	3	4	4	4	4	4	4	O
the	0	2	0	0	2	0	0	1	1	5	4	4	4	6	2	3	3	1	1	1	1	2	2	2	1	O
wine	1	3	0	1	4	1	2	1	2	4	2	4	4	3	2	3	3	5	4	4	4	6	5	5	4	O
.	1	3	0	1	4	1	2	1	2	4	2	4	4	3	2	3	3	5	4	4	4	6	5	5	4	O

Exudes	2	4	3	2	4	2	5	1	0	4	4	4	4	5	4	3	3	3	3	4	3	4	4	4	4	O
the	1	3	2	1	4	1	3	1	0	4	4	4	4	4	3	3	2	3	2	3	4	4	4	4	3	O
fizz	1	3	1	1	4	1	5	1	0	4	4	4	5	5	3	2	4	3	3	4	4	4	4	4	4	O
of	1	2	1	1	4	1	3	1	0	4	4	5	5	4	3	4	4	3	3	3	3	3	3	4	3	O
a	0	1	0	0	5	0	2	1	0	4	2	4	4	3	1	3	3	2	1	1	2	2	2	2	2	O
Busby	2	4	2	1	5	2	6	1	0	4	4	5	5	4	2	4	4	4	4	4	4	4	4	5	4	B-PER
Berkeley	2	4	2	1	5	2	6	1	0	4	5	5	4	3	4	4	3	5	4	4	5	5	5	5	5	I-PER
musical	1	4	1	1	5	1	4	1	0	5	5	4	3	5	4	3	2	3	3	4	5	5	5	5	4	O
and	1	3	1	1	4	1	1	1	0	5	5	3	5	5	4	2	5	3	2	3	3	3	4	4	4	O
the	0	2	0	0	3	0	0	1	0	5	4	5	5	5	3	5	3	2	2	3	3	3	3	3	3	O
visceral	2	5	2	2	5	2	4	1	0	4	3	5	3	4	2	3	1	4	4	3	4	5	5	5	5	O
excitement	3	3	2	1	5	3	5	1	0	3	5	3	1	3	5	1	0	4	5	4	5	5	5	5	5	O
of	0	1	0	0	3	0	0	0	0	5	5	1	5	6	3	0	4	1	2	2	2	2	2	2	2	O
a	0	0	0	0	1	0	0	0	0	5	3	5	5	4	1	4	4	1	0	1	0	1	1	1	1	O
sports	1	4	1	1	5	1	4	1	0	3	1	5	5	2	0	4	4	4	3	5	5	6	5	5	5	O
extravaganza	2	4	2	3	5	2	5	1	3	1	5	5	5	0	4	4	4	4	3	4	4	4	5	6	5	O
.	2	4	2	3	5	2	5	1	3	1	5	5	5	0	4	4	4	4	3	4	4	4	5	6	5	O

The	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0	2	4	0	0	0	0	0	0	1	1	O
film	0	2	0	0	3	0	1	1	0	3	3	5	5	2	2	4	5	3	2	2	3	3	3	3	3	O
rehashes	3	4	3	3	5	3	6	1	0	0	3	5	3	0	2	5	1	5	3	4	4	4	5	5	5	O
several	2	5	2	2	5	2	4	1	0	3	5	3	5	2	4	1	3	4	4	4	4	5	5	5	5	O
old	0	1	0	0	3	0	0	1	0	5	5	5	2	5	5	3	1	2	2	2	3	2	3	3	3	O
themes	2	3	1	1	5	2	5	1	0	5	3	2	2	6	1	1	1	4	4	4	5	5	5	5	5	O
and	0	1	0	0	2	0	1	1	0	3	5	2	5	2	3	1	3	1	1	2	1	1	1	2	2	O
is	0	1	0	0	2	0	0	1	0	5	2	5	3	5	1	3	1	1	1	1	1	1	2	1	1	O
capped	1	3	1	1	5	1	5	1	0	2	2	3	5	2	1	1	3	4	4	4	4	5	6	5	5	O
with	0	1	0	0	3	0	1	0	0	2	5	5	5	2	3	3	5	3	2	2	1	2	2	3	3	O
pointless	2	3	2	1	5	2	7	1	0	5	3	5	2	4	1	5	1	5	4	4	4	4	5	5	4	O
extremes	2	5	2	2	5	2	5	1	0	3	5	2	1	2	3	1	0	4	4	4	4	5	5	5	5	O
--	0	1	0	0	2	0	0	1	0	5	5	1	4	5	5	0	4	1	0	0	0	0	1	1	1	O
it	0	0	0	0	1	0	0	0	0	5	2	4	5	6	1	4	4	1	0	1	1	1	1	1	1	O
's	0	0	0	0	1	0	0	0	0	5	2	4	5	6	1	4	4	1	0	1	1	1	1	1	1	O
insanely	2	4	2	2	4	2	5	1	0	2	1	5	3	2	0	4	1	4	4	4	4	5	4	4	4	O
violent	1	4	1	1	5	1	4	1	0	1	4	3	4	1	4	1	3	4	3	5	5	5	5	5	5	O
and	0	1	0	0	3	0	0	0	0	4	5	4	4	5	4	3	4	2	2	2	3	3	3	3	3	O
very	1	3	1	1	4	1	2	1	0	5	3	4	4	5	1	4	4	3	3	3	4	5	4	4	4	O
graphic	1	4	1	1	4	1	4	1	2	3	4	4	4	2	3	4	4	5	3	4	5	5	5	5	5	O
.	1	4	1	1	4	1	4	1	2	3	4	4	4	2	3	4	4	5	3	4	5	5	5	5	5	O

Ryan	0	1	0	0	2	0	2	1	0	2	2	5	2	2	1	3	1	1	1	1	1	1	1	2	1	B-PER
Gosling	2	3	2	1	5	2	6	1	0	5	5	2	2	4	3	1	1	5	4	3	3	5	5	5	5	I-PER
is	0	1	0	0	2	0	0	1	0	2	5	2	4	2	3	1	3	1	0	1	1	1	1	1	1	O
,	0	1	0	0	2	0	0	1	0	2	5	2	4	2	3	1	3	1	0	1	1	1	1	1	1	O
in	0	1	0	0	2	0	1	1	0	5	2	4	5	4	1	3	3	1	1	1	1	1	2	1	1	O
a	0	3	0	1	4	0	0	1	0	2	2	5	4	2	1	3	3	3	2	2	2	3	3	3	3	O
word	1	3	1	1	5	1	3	1	0	2	4	4	3	2	3	3	2	3	3	3	3	4	5	5	5	O
,	1	3	1	1	5	1	3	1	0	2	4	4	3	2	3	3	2	3	3	3	3	4	5	5	5	O
brilliant	1	3	1	1	4	1	5	1	0	4	5	3	4	4	3	2	3	3	3	3	3	4	4	4	3	O
as	0	2	0	0	3	0	2	1	0	5	4	4	5	4	3	3	4	2	1	1	1	2	2	2	2	O
the	1	3	1	1	4	1	2	1	0	4	3	5	4	4	2	4	5	3	2	2	3	4	4	4	4	O
conflicted	3	4	3	2	5	3	5	1	0	3	4	4	4	3	3	5	5	4	3	4	4	5	5	5	5	O
Daniel	1	5	2	2	4	1	4	1	2	4	5	4	4	3	4	5	5	4	3	3	3	4	4	4	4	B-PER
.	1	5	2	2	4	1	4	1	2	4	5	4	4	3	4	5	5	4	3	3	3	4	4	4	4	O

If	0	0	0	0	0	0	0	1	0	0	0	4	4	0	0	3	3	0	0	0	0	0	0	0	0	O
Deuces	2	3	2	1	4	2	5	1	0	4	4	4	5	4	3	3	4	4	3	3	3	3	4	4	4	O
Wild	1	3	1	1	4	1	3	1	0	0	4	5	4	0	3	4	3	4	3	4	4	4	5	4	4	O
had	1	4	1	1	5	1	3	1	0	4	4	4	5	4	3	3	3	5	4	5	5	5	6	5	5	O
been	1	3	1	1	4	1	2	1	0	4	5	5	2	4	4	3	1	4	3	3	4	4	4	5	4	O
tweaked	1	3	1	1	5	1	2	1	0	5	4	2	3	5	3	1	2	5	4	4	4	4	5	6	5	O
up	0	1	0	0	2	0	1	1	0	4	5	3	4	4	3	2	3	1	2	1	1	2	2	2	2	O
a	0	2	0	0	3	0	0	1	0	5	2	4	0	4	1	3	0	2	2	2	3	3	3	3	3	O
notch	1	3	0	1	4	1	2	1	0	2	3	0	4	2	2	0	3	4	3	3	4	5	5	5	4	O
it	0	0	0	0	0	0	0	0	0	3	4	4	4	3	3	3	2	0	0	0	0	0	0	0	0	O
would	1	3	1	1	4	1	2	1	0	4	0	4	5	4	0	2	3	4	4	5	5	5	5	5	4	O
have	0	2	0	0	4	0	1	0	0	0	4	5	2	0	3	3	1	2	2	3	3	3	4	3	3	O
become	1	3	1	1	5	1	2	1	0	4	4	2	4	4	2	1	3	4	4	4	5	4	5	5	5	O
a	0	1	0	0	2	0	0	0	0	4	5	4	5	2	3	3	4	2	1	1	1	1	1	1	1	O
camp	1	3	1	1	4	1	2	1	0	5	2	5	3	4	1	4	2	3	2	2	3	3	4	5	4	O
adventure	1	4	2	1	5	1	3	1	0	2	4	3	2	1	3	2	1	5	5	4	4	5	5	5	4	O
,	1	4	2	1	5	1	3	1	0	2	4	3	2	1	3	2	1	5	5	4	4	5	5	5	4	O
one	0	2	0	1	3	0	1	1	0	4	5	2	4	4	4	1	3	2	2	2	3	4	3	3	3	O
of	0	1	0	0	2	0	0	1	0	5	3	4	4	6	2	3	2	1	1	1	1	1	1	1	1	O
those	1	3	0	1	4	1	1	1	0	3	2	4	3	3	1	2	1	4	4	4	5	6	6	5	5	O
movies	1	2	0	1	4	1	1	1	0	2	4	3	3	2	3	1	2	4	3	4	5	5	5	5	4	O
that	0	1	0	0	3	0	0	1	0	4	4	3	2	4	2	2	1	3	3	4	3	4	3	3	3	O
's	0	1	0	0	3	0	0	1	0	4	4	3	2	4	2	2	1	3	3	4	3	4	3	3	3	O
so	0	2	0	0	3	0	0	1	0	4	3	2	0	3	1	1	0	3	2	2	3	3	3	3	3	O
bad	0	1	0	0	2	0	0	0	0	3	3	0	4	2	2	0	3	2	2	3	1	2	2	2	2	O
it	0	0	0	0	0	0	0	0	0	3	2	4	3	3	1	3	2	0	0	0	0	0	0	1	0	O
starts	0	3	0	1	4	0	1	1	0	2	0	3	5	1	0	2	3	3	2	2	2	3	3	3	3	O
to	0	2	0	0	3	0	0	1	0	0	4	5	4	0	3	3	2	2	2	2	2	2	2	2	2	O
become	1	3	1	1	5	1	3	1	0	4	3	4	4	3	2	2	2	5	4	3	4	5	4	5	5	O
good	0	2	0	0	4	0	1	1	1	3	5	4	4	2	3	2	2	3	2	3	3	4	4	4	4	O
.	0	2	0	0	4	0	1	1	1	3	5	4	4	2	3	2	2	3	2	3	3	4	4	4	4	O

The	0	0	0	0	1	0	0	0	0	1	1	4	5	0	0	4	3	0	0	0	0	0	0	0	0	O
film	1	4	1	1	4	1	5	1	0	4	4	5	4	5	4	3	3	5	3	3	3	4	4	4	4	O
's	1	4	1	1	4	1	5	1	0	4	4	5	4	5	4	3	3	5	3	3	3	4	4	4	4	O
stagecrafts	6	3	5	2	5	6	7	1	0	1	4	4	5	0	4	3	4	4	3	3	4	4	4	5	5	O
are	1	3	1	1	4	1	2	1	0	4	5	5	3	5	3	4	2	4	4	4	4	5	5	4	5	O
intimate	3	4	3	1	5	3	5	1	0	5	4	3	5	4	3	2	3	5	4	5	5	5	5	5	5	O
and	0	2	0	0	3	0	2	1	0	4	5	5	4	5	4	3	3	3	2	3	3	3	4	3	3	O
therefore	3	3	2	1	5	3	6	1	0	5	3	4	4	5	2	3	3	5	4	4	5	6	5	5	5	O
bolder	3	3	2	1	4	3	6	1	0	3	5	4	1	2	3	3	1	4	3	4	4	5	5	5	5	O
than	1	3	1	1	4	1	3	1	0	5	4	1	4	4	3	1	2	3	3	3	3	4	4	4	4	O
the	0	1	0	0	1	0	0	1	0	4	4	4	5	4	3	2	4	1	0	0	0	0	0	1	1	O
otherwise	4	2	3	1	4	4	5	1	0	4	1	5	5	4	1	4	5	4	3	3	3	4	4	4	4	O
calculated	4	4	4	2	5	4	6	1	0	1	4	5	2	1	2	5	1	5	4	4	4	5	5	5	5	O
artifice	3	5	4	2	5	3	5	1	0	4	5	2	5	3	4	1	4	4	3	4	6	6	5	5	4	O
that	0	1	0	0	2	0	0	1	0	5	5	5	4	6	5	4	2	2	1	1	2	2	2	2	2	O
defines	3	4	3	2	5	3	6	1	0	5	2	4	4	7	1	2	3	4	4	5	5	5	5	5	4	O
and	0	2	0	1	4	0	2	1	0	2	5	4	2	2	4	3	1	3	3	4	4	3	3	4	3	O
overwhelms	2	3	2	1	4	2	6	1	0	5	4	2	5	5	2	1	3	5	4	6	5	4	4	5	4	O
the	0	1	0	0	2	0	0	1	0	4	4	5	4	3	3	3	3	1	1	1	2	2	2	2	2	O
film	2	3	1	1	5	2	4	1	0	4	2	4	4	4	1	3	4	4	3	5	5	4	5	5	5	O
's	2	3	1	1	5	2	4	1	0	4	2	4	4	4	1	3	4	4	3	5	5	4	5	5	5	O
production	2	3	2	1	4	2	5	1	1	2	5	4	4	1	3	4	4	3	3	4	4	4	4	4	4	O
design	1	4	1	1	4	1	3	1	7	5	4	4	4	5	3	4	4	5	3	4	5	6	5	5	4	O
.	1	4	1	1	4	1	3	1	7	5	4	4	4	5	3	4	4	5	3	4	5	6	5	5	4	O

Frida	0	1	0	0	2	0	1	1	0	2	2	3	5	2	1	3	3	1	1	1	1	1	1	2	2	B-PER
is	0	3	0	1	3	0	0	1	0	3	3	5	4	3	3	3	2	3	2	2	3	3	3	4	3	O
certainly	3	3	2	1	5	3	6	1	0	2	3	4	4	2	3	2	3	4	3	4	3	4	5	5	5	O
no	1	2	0	0	4	1	2	1	0	3	5	4	1	3	3	3	1	2	2	1	2	2	2	3	3	O
disaster	2	3	2	1	4	2	5	1	0	5	4	1	5	4	2	1	4	4	4	4	4	5	5	5	4	O
,	2	3	2	1	4	2	5	1	0	5	4	1	5	4	2	1	4	4	4	4	4	5	5	5	4	O
but	0	1	0	0	1	0	0	1	0	4	4	5	2	2	3	4	1	0	0	0	0	1	1	1	1	O
neither	2	4	2	1	5	2	6	1	0	4	1	2	1	4	1	1	1	4	4	5	4	5	6	5	4	O
is	0	1	0	0	2	0	0	1	0	1	5	1	4	1	4	1	3	1	1	1	1	1	1	2	2	O
it	0	1	0	0	1	0	0	1	0	5	2	4	4	5	1	3	3	2	1	2	2	2	2	2	1	O
the	1	3	1	1	4	1	4	1	0	2	1	4	4	1	1	3	4	3	2	3	3	3	3	3	3	O
Kahlo	2	3	1	1	4	2	4	1	0	1	4	4	5	1	3	4	3	4	4	5	5	5	5	5	5	B-PER
movie	0	4	1	1	4	0	0	1	0	4	4	5	4	4	3	3	3	3	2	2	3	3	3	4	3	O
Frida	2	3	1	1	5	2	6	1	0	4	4	4	4	4	4	3	2	5	4	4	4	4	5	5	5	B-PER
fans	1	3	1	1	4	1	2	1	0	4	5	4	4	6	3	2	3	3	2	3	3	4	4	4	4	O
have	0	2	0	1	4	0	0	1	0	5	4	4	4	3	3	3	3	3	2	3	3	4	3	3	3	O
been	0	3	0	1	4	0	0	1	0	4	4	4	1	4	2	3	0	3	3	2	2	3	3	3	3	O
looking	1	3	1	1	4	1	2	1	1	4	4	1	1	3	3	0	0	4	3	3	4	5	5	5	5	O
for	0	0	0	0	1	0	0	0	1	4	4	1	1	4	3	0	0	1	1	1	1	2	1	1	1	O
.	0	0	0	0	1	0	0	0	1	4	4	1	1	4	3	0	0	1	1	1	1	2	1	1	1	O

The	0	0	0	0	0	0	0	1	0	0	0	3	5	0	0	3	3	0	0	0	0	0	0	1	1	O
film	0	3	0	1	3	0	0	1	0	3	3	5	4	4	3	3	3	3	2	2	2	2	3	3	3	O
often	1	3	1	1	5	1	3	1	0	0	3	4	1	0	3	3	0	5	3	3	4	4	5	4	4	O
achieves	2	3	2	1	4	2	6	1	0	3	5	1	5	4	3	0	4	4	3	3	4	4	4	4	4	O
a	0	0	0	0	1	0	0	1	0	5	4	5	4	5	3	4	3	0	0	1	1	1	1	1	1	O
mesmerizing	3	4	3	2	5	3	7	1	0	4	1	4	4	4	0	3	3	4	3	3	4	4	5	5	4	O
poetry	1	3	1	1	4	1	2	1	1	1	5	4	4	1	4	3	3	4	3	3	3	4	4	5	4	O
.	1	3	1	1	4	1	2	1	1	1	5	4	4	1	4	3	3	4	3	3	3	4	4	5	4	O

A	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	3	3	0	0	0	0	0	0	0	0	O
work	1	3	1	1	4	1	2	1	0	4	4	4	5	4	3	3	2	3	2	2	2	2	3	4	3	O
of	1	3	1	1	4	1	3	1	0	0	4	5	5	0	3	2	3	3	2	2	3	4	3	4	4	O
astonishing	4	2	4	1	5	4	7	1	0	4	4	5	4	4	3	3	4	4	3	3	3	5	5	5	5	O
delicacy	3	3	3	1	5	3	7	1	1	4	5	4	4	4	2	4	4	6	4	4	4	5	5	5	5	O
and	0	4	0	1	4	0	0	1	0	5	5	4	4	3	3	4	4	4	3	3	3	5	4	4	4	O
force	1	4	2	2	4	1	2	1	2	5	4	4	4	4	4	4	4	4	3	4	4	3	4	4	4	O
.	1	4	2	2	4	1	2	1	2	5	4	4	4	4	4	4	4	4	3	4	4	3	4	4	4	O

The	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	3	4	0	0	0	0	0	1	1	1	O
movie	2	3	2	1	5	2	6	1	0	5	5	4	4	4	3	4	3	4	3	3	3	4	4	5	5	O
's	2	3	2	1	5	2	6	1	0	5	5	4	4	4	3	4	3	4	3	3	3	4	4	5	5	O
plot	1	4	1	1	4	1	5	1	0	0	5	4	4	0	3	3	3	4	3	3	3	4	4	5	5	O
is	1	3	1	1	4	1	2	1	0	5	4	4	5	4	4	3	3	3	3	3	5	5	5	5	5	O
almost	1	3	1	1	4	1	3	1	0	4	4	5	5	5	3	3	5	3	3	4	4	5	5	5	5	O
entirely	1	3	1	1	5	1	5	1	0	4	4	5	3	4	3	5	2	4	4	4	4	5	5	5	5	O
witless	2	5	2	2	5	2	4	1	0	4	5	3	4	4	3	2	3	5	4	5	5	5	6	6	5	O
and	0	2	0	0	3	0	0	1	0	5	5	4	4	4	5	3	3	2	2	3	3	3	3	3	3	O
inane	2	3	2	1	4	2	5	1	0	5	3	4	4	6	2	3	3	4	4	5	5	5	5	5	5	O
,	2	3	2	1	4	2	5	1	0	5	3	4	4	6	2	3	3	4	4	5	5	5	5	5	5	O
carrying	1	3	1	1	4	1	3	1	0	3	4	4	3	3	3	3	2	3	3	3	4	4	4	4	4	O
every	2	3	2	1	4	2	5	1	1	4	4	3	4	4	3	2	4	4	3	4	4	4	5	5	5	O
gag	1	2	0	0	3	1	2	1	0	4	4	4	4	3	3	4	2	2	2	3	3	3	3	3	3	O
two	1	4	1	1	4	1	3	1	0	4	3	4	4	4	2	2	2	3	2	4	4	4	4	4	4	O
or	0	2	0	0	4	0	1	1	0	3	4	4	4	2	4	2	2	3	3	4	4	3	4	4	4	O
three	1	2	1	0	4	1	2	1	0	4	4	4	5	5	2	2	3	3	3	4	3	4	4	4	3	O
times	1	2	1	0	4	1	3	1	0	4	4	5	3	3	2	3	2	3	3	3	3	3	3	4	3	O
beyond	1	3	1	1	5	1	3	1	0	4	4	3	4	3	2	2	2	4	4	4	4	5	5	5	5	O
its	0	2	0	0	3	0	0	1	0	4	5	4	2	3	3	2	1	3	4	3	4	4	4	3	3	O
limit	0	2	0	0	4	0	2	1	0	5	3	2	3	4	2	1	3	2	2	2	2	3	3	3	3	O
to	0	1	0	0	2	0	0	0	0	3	4	3	4	2	2	3	3	3	3	2	2	3	3	3	3	O
sustain	1	3	1	1	3	1	2	1	0	4	2	4	3	3	1	3	1	3	2	2	2	3	3	4	4	O
