!	1	3	1	1	4	1	3	1	1	4	3	3	4	4	2	3	3	4	3	3	4	4	4	5	4
(franklin	1	4	1	1	4	1	4	1	0	4	4	3	4	4	3	2	3	4	4	3	3	4	5	5	5
(from	1	1	1	0	3	1	4	1	0	5	3	4	3	4	4	3	1	3	2	3	3	2	2	2	2
(grandson	1	3	1	1	4	1	3	1	0	4	4	1	3	4	4	0	2	4	3	3	4	4	5	5	5
(his	0	2	0	0	3	0	2	1	0	3	4	4	3	3	2	3	2	2	2	2	2	2	2	2	2
(january	1	2	1	1	3	1	3	1	0	4	4	2	3	4	4	1	2	3	2	2	2	2	3	3	3
(jesse	1	4	1	1	4	1	2	1	0	4	4	4	4	4	3	4	2	4	4	4	3	4	5	5	5
(july	0	1	0	0	3	0	1	1	0	4	4	3	3	4	3	2	2	2	2	2	2	2	3	2	2
(march	1	2	0	0	3	1	2	1	0	2	4	2	3	4	4	1	2	2	2	2	2	3	4	4	2
(may	1	1	0	0	3	1	2	1	0	4	3	2	3	4	3	2	2	2	1	2	2	2	2	2	2
(named	1	2	0	0	3	1	1	0	0	1	4	3	3	1	3	2	2	2	2	3	3	3	3	3	2
(near	0	1	0	0	3	0	1	1	0	4	4	4	4	5	3	2	2	2	2	2	2	3	3	2	2
(nee	0	3	1	1	3	0	1	1	0	4	4	4	2	4	3	3	1	2	2	2	2	2	2	3	3
(nick	2	4	2	1	5	2	5	1	0	4	4	4	2	3	2	2	1	4	3	3	3	4	5	4	4
(november	1	2	1	1	3	1	2	1	0	4	4	2	3	3	3	1	2	3	2	2	3	3	3	3	3
(now	1	2	0	1	4	1	2	1	0	4	4	2	3	4	4	1	1	2	1	2	2	2	3	3	3
(opened	1	2	1	1	3	1	2	1	0	4	4	1	3	4	3	1	2	3	2	3	4	5	4	4	4
(pronounced	2	3	2	1	4	2	5	1	0	4	4	4	2	5	3	4	2	4	3	3	3	4	5	5	5
(regarding	2	3	1	1	4	2	5	1	0	4	4	4	3	4	5	3	2	5	4	6	6	6	5	5	5
(republican	1	2	1	1	4	1	3	1	0	4	4	4	4	4	4	4	4	5	3	3	4	5	4	5	5
(rosemary	2	3	2	1	5	2	5	1	0	3	4	4	4	3	3	3	4	4	4	4	4	4	4	4	4
(sclc	1	3	1	1	3	1	2	1	0	4	4	1	3	4	2	0	2	3	2	2	2	2	2	3	3
(see	0	1	0	0	1	0	0	1	0	4	4	4	0	3	2	2	0	1	0	0	1	0	1	1	1
(september	1	1	1	0	2	1	2	1	0	4	4	2	3	4	3	1	2	2	1	1	1	2	3	3	2
(sncc	1	2	0	1	3	1	2	1	0	4	4	2	4	5	3	1	3	2	3	3	3	3	4	4	3
(sometimes	1	2	1	1	4	1	2	1	0	2	2	4	0	1	1	3	0	3	3	2	4	4	5	5	4
(son	0	2	0	0	3	0	0	0	0	4	4	1	4	4	4	1	3	3	3	2	4	4	5	4	3
(the	0	2	0	1	3	0	0	1	0	3	3	3	2	3	3	2	1	3	2	2	2	3	3	3	3
(unfortunately	2	4	2	1	4	2	5	1	0	4	2	4	4	3	1	4	4	6	5	4	5	5	6	5	4
(university	1	3	1	1	4	1	2	1	0	4	4	0	2	5	4	0	1	5	4	4	5	5	5	6	6
(usaaf	2	3	2	1	3	2	3	1	0	4	3	3	4	4	2	2	3	2	2	2	2	3	3	3	3
(usga	1	2	1	1	3	1	2	1	0	3	4	2	4	2	3	2	4	2	2	2	2	2	3	3	3
(voice)	1	4	1	1	4	1	2	1	0	4	4	2	4	3	3	1	2	3	3	2	3	5	4	3	3
(voiced	1	2	1	1	4	1	3	1	0	3	4	3	4	3	4	2	3	4	3	3	3	5	5	4	4
(where	0	1	0	0	2	0	0	1	0	0	4	3	4	0	3	2	3	1	1	1	1	1	2	2	2
(which	1	3	1	1	4	1	2	1	0	3	4	4	1	3	4	2	0	3	3	3	4	4	5	5	4
(whom	0	3	0	1	4	0	0	1	0	4	5	4	3	4	4	2	1	3	3	3	3	3	3	3	3
(winthrop	3	4	3	1	4	3	6	1	0	4	4	4	4	6	4	3	3	5	5	4	4	4	5	5	4
)	1	3	1	1	4	1	3	1	0	3	3	3	3	3	2	2	2	3	3	3	3	4	4	4	4
***	0	1	0	0	3	0	0	1	0	3	4	3	3	3	4	1	1	3	2	2	2	2	2	3	3
****	1	3	1	1	4	1	2	1	1	4	4	4	4	5	4	3	3	3	3	3	3	3	4	4	4
,	1	3	1	1	4	1	3	1	0	3	3	3	3	3	2	2	2	4	3	3	4	4	4	4	4
-	0	0	0	0	0	0	0	0	0	2	3	3	2	2	2	2	2	0	0	0	0	0	0	0	0
--	0	0	0	0	0	0	0	0	0	3	4	3	3	3	3	2	2	0	0	0	0	0	0	0	0
-george	1	2	1	0	4	1	3	1	0	4	5	4	4	4	3	2	2	3	2	2	2	4	4	3	3
.	1	3	1	1	4	1	2	1	1	3	3	4	4	3	3	3	3	3	3	3	3	4	4	4	4
...	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	2	3	0	0	0	0	0	0	0	0
1***	3	4	3	2	4	3	5	1	1	3	4	2	4	3	5	2	3	4	4	5	5	5	4	6	5
1,	0	0	0	0	1	0	0	0	0	4	3	3	1	3	2	2	0	0	0	0	0	0	0	1	1
1,000	1	3	1	1	4	1	2	1	0	1	2	4	4	0	2	2	2	4	3	4	3	4	5	4	4
10	0	1	0	0	3	0	0	1	0	4	2	4	3	3	1	2	1	1	1	1	1	1	2	2	2
10,	0	3	0	0	3	0	2	1	0	2	4	4	3	2	3	3	2	2	2	2	2	3	4	4	3
10,000	2	4	1	1	4	2	5	1	1	4	3	4	4	6	2	4	3	4	4	4	4	5	5	6	5
10-year-old	2	4	2	2	4	2	6	1	0	2	3	2	2	2	2	1	1	4	3	5	5	5	5	5	5
100	0	2	0	0	3	0	0	1	0	4	1	4	3	4	1	2	1	2	1	2	2	2	3	3	2
11,	0	1	0	0	2	0	1	1	0	1	3	2	2	1	2	2	1	1	1	1	1	2	2	2	1
111senator	7	4	7	4	4	7	6	1	1	2	4	4	4	1	3	3	2	5	4	5	5	4	6	6	5
112	0	2	0	0	3	0	1	1	0	4	4	4	3	3	3	4	1	3	3	4	3	3	4	4	3
12,	0	2	0	0	2	0	0	1	0	4	2	3	0	6	2	2	0	2	2	1	2	2	2	3	2
13,	0	2	0	0	2	0	1	1	0	2	3	4	3	2	2	3	2	2	2	2	2	2	2	2	2
13.	0	4	1	1	4	0	0	1	0	3	3	4	4	3	2	4	4	4	4	5	4	5	5	5	4
14,	0	1	0	0	2	0	1	1	0	2	3	4	2	2	2	2	1	1	1	1	1	2	2	2	2
15	0	1	0	0	2	0	0	0	0	2	4	4	4	2	2	2	2	2	1	1	1	2	2	2	2
15,	0	2	0	0	3	0	0	1	0	3	3	3	3	3	2	2	2	2	2	2	2	3	3	3	2
1504	1	3	1	1	3	1	2	1	0	4	2	0	2	5	1	0	1	3	2	2	2	2	2	3	2
1522	1	4	1	1	4	1	2	1	0	3	3	1	4	2	3	1	3	5	4	4	5	5	5	5	5
1528	2	2	2	1	4	2	5	1	0	4	4	4	4	6	3	2	3	5	6	5	4	5	5	5	5
1559	2	4	2	2	4	2	5	1	2	4	2	4	4	4	1	4	4	5	3	4	5	5	5	7	6
1575	1	2	1	1	3	1	2	1	0	2	3	4	4	2	1	2	3	3	2	2	3	4	3	4	3
1591	2	3	2	1	4	2	4	1	0	3	4	2	4	2	2	2	2	4	3	3	3	4	4	4	3
16,	0	0	0	0	1	0	0	0	0	0	3	4	6	0	2	3	2	0	0	0	0	0	0	1	0
1634	2	4	3	4	4	2	5	1	0	4	1	0	4	4	0	0	3	4	3	3	3	4	5	5	4
1638	1	2	1	1	3	1	2	1	0	5	2	3	3	5	1	2	2	2	1	2	2	2	3	3	3
1643	1	3	1	1	4	1	4	1	0	3	2	4	1	2	2	2	0	3	3	2	3	4	4	4	4
17,	0	2	0	0	3	0	2	1	0	2	3	3	2	2	2	2	1	2	2	2	2	2	3	3	2
1728	2	3	2	1	4	2	5	1	0	4	3	1	2	4	2	1	1	4	3	3	3	3	3	4	3
1731	1	2	1	1	3	1	3	1	0	3	3	0	3	3	2	0	2	3	2	2	2	2	3	3	3
1743	1	2	1	1	2	1	2	1	0	2	1	0	2	2	1	0	2	1	1	0	1	1	1	1	1
1765	1	3	1	2	4	1	5	1	1	4	1	4	4	3	0	3	3	5	4	4	4	5	5	5	5
1767	1	2	2	1	3	1	3	1	0	2	3	0	4	2	2	0	4	2	2	2	2	3	3	3	3
1781	1	3	1	1	3	1	2	1	0	3	3	2	4	4	3	1	3	3	2	2	2	2	2	3	3
1782)	2	2	1	1	4	2	4	1	2	4	2	4	4	5	1	2	2	4	3	2	2	4	4	4	4
1787	1	3	1	1	4	1	2	1	0	3	3	5	3	2	2	2	2	3	3	3	3	3	4	4	4
1792	3	3	4	2	4	3	5	1	0	4	4	4	4	4	3	3	3	4	3	3	3	3	4	5	5
1794	3	3	3	2	4	3	5	1	1	4	1	4	3	4	1	4	3	4	4	5	4	5	5	5	4
1796	1	3	2	1	4	1	3	1	0	4	1	3	4	5	1	2	3	3	3	3	3	3	4	4	4
1797	1	4	2	2	4	1	4	1	2	3	2	4	4	4	2	4	4	4	3	4	4	5	4	4	4
18,	0	2	0	0	3	0	2	1	0	1	3	4	3	1	2	3	2	2	2	1	2	2	2	2	2
1800	1	4	1	1	4	1	2	1	0	4	2	1	4	3	1	1	3	3	2	3	3	4	4	5	5
1801	1	3	1	1	4	1	2	1	1	4	2	4	4	4	1	3	3	3	3	3	3	4	4	3	3
1802	2	4	2	2	4	2	4	1	0	3	4	4	2	2	2	4	2	4	3	3	3	4	4	4	4
1810	2	4	2	1	4	2	3	1	0	5	4	1	5	4	2	0	4	3	4	3	4	4	5	4	4
1815	2	5	3	2	4	2	5	1	0	2	2	2	4	2	1	2	4	4	4	4	4	4	4	4	4
1817	1	4	2	2	4	1	5	1	0	4	3	1	4	4	1	1	3	3	3	3	3	3	3	3	3
1820	2	5	3	2	4	2	5	2	1	4	2	4	4	4	0	5	5	4	3	3	4	4	5	4	4
1822	1	2	0	0	3	1	2	1	0	2	3	3	3	2	1	2	1	3	2	2	3	3	3	4	4
1824	1	4	1	1	4	1	3	1	0	4	0	4	2	4	0	3	1	4	3	3	3	4	5	4	3
1825	1	3	2	1	4	1	5	1	0	4	1	2	4	5	1	2	3	4	4	4	4	5	5	4	3
1830	1	5	2	1	4	1	4	1	0	4	2	4	3	3	1	2	3	4	3	3	4	4	4	4	4
1831	1	3	2	2	4	1	3	1	0	4	3	1	4	4	2	1	3	4	3	4	4	4	4	4	4
1835	1	2	1	1	2	1	1	1	0	2	1	0	1	2	2	0	1	2	2	1	1	2	2	2	2
1848	1	3	1	2	4	1	2	1	0	4	2	4	2	5	2	3	1	3	3	3	4	4	4	4	4
1849	1	4	1	2	4	1	3	1	2	3	2	4	4	2	1	4	4	5	4	4	5	5	5	5	5
1856	2	3	2	2	4	2	5	1	0	4	2	1	4	5	1	0	2	3	3	4	4	4	4	4	4
1865	2	4	2	2	4	2	3	1	0	4	3	3	4	5	2	2	3	4	4	4	4	5	6	5	5
1870	0	1	0	1	2	0	2	1	0	3	2	0	3	3	1	0	2	1	1	1	1	1	2	2	2
1876	1	2	1	1	3	1	2	1	0	3	2	0	3	2	1	0	2	3	2	2	2	2	4	3	3
1879	2	2	2	1	4	2	4	1	0	4	2	2	4	3	2	1	2	2	2	2	2	3	4	4	4
1880	1	2	1	1	2	1	2	1	0	3	2	1	3	2	1	0	2	2	1	1	2	3	3	3	2
1884	2	4	2	2	4	2	5	1	0	4	1	2	4	4	1	2	3	5	5	5	5	6	5	5	4
1885	1	3	1	1	3	1	2	1	0	4	2	1	4	3	1	1	2	2	2	2	2	3	3	3	3
1890	1	3	1	2	4	1	4	1	0	4	2	4	4	5	2	2	3	4	3	4	3	3	4	4	4
1891	4	3	4	2	5	4	7	1	0	5	5	5	4	4	3	3	3	4	3	3	3	4	4	5	4
1893	2	4	2	2	5	2	7	1	0	4	0	3	4	4	0	1	3	4	3	4	4	5	5	5	4
1894	1	2	2	1	3	1	3	1	0	3	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2
1895	1	1	2	1	2	1	2	1	0	3	2	4	4	3	1	3	3	3	2	1	1	2	2	2	2
1896	2	4	2	2	4	2	5	1	0	3	2	2	4	3	1	1	2	4	2	2	4	4	4	4	4
1898	1	4	1	1	4	1	2	1	0	4	4	4	4	3	3	3	5	3	2	4	3	3	3	4	4
18th	0	2	0	0	3	0	1	1	0	1	2	3	4	1	1	2	3	2	2	2	2	3	3	3	3
19,	0	1	0	0	3	0	0	0	0	0	2	3	3	0	2	2	2	2	2	2	3	3	3	3	3
1901	2	4	2	2	4	2	4	1	2	4	3	2	4	4	2	2	3	3	3	3	4	4	4	4	4
1902	1	4	1	1	4	1	4	1	0	2	2	3	4	3	1	3	4	4	3	3	4	4	4	4	4
1903	2	4	2	2	4	2	4	1	0	4	2	3	4	4	1	3	3	4	3	3	4	4	4	4	4
1904	2	2	2	1	4	2	3	1	0	2	3	3	3	2	2	2	2	3	2	2	3	4	3	3	3
1905	2	2	1	1	4	2	3	1	0	4	2	2	4	6	1	1	2	3	2	2	3	3	4	4	4
1905]	0	3	0	1	2	0	2	1	0	4	1	4	0	4	0	3	0	1	1	1	1	1	1	1	1
1908	1	4	1	1	4	1	1	1	0	4	3	1	4	3	2	1	4	4	4	4	5	5	6	5	5
1909	1	4	1	1	4	1	3	1	1	2	4	4	4	2	4	4	4	5	4	4	4	5	6	5	4
1910	1	2	1	0	3	1	2	1	0	2	2	0	4	2	1	0	3	2	2	1	1	2	2	2	2
1913	1	4	1	1	4	1	2	1	0	4	1	4	4	5	1	2	3	4	3	5	5	6	6	5	5
1915)	1	3	1	1	3	1	2	1	0	1	2	0	4	1	2	0	3	2	2	2	2	2	3	3	3
1916	1	2	1	0	3	1	2	1	0	2	3	2	3	2	2	1	2	3	3	2	2	3	3	3	3
1917	1	4	1	1	4	1	2	1	0	3	3	4	3	3	2	3	2	3	3	3	3	4	5	4	4
1919	2	3	2	2	4	2	3	1	0	4	3	4	3	3	2	3	3	3	2	3	4	4	4	4	4
1920s	2	4	1	1	5	2	5	1	0	2	3	4	4	2	2	3	3	4	3	4	5	5	5	5	4
1921	1	2	1	1	4	1	2	1	0	3	2	2	3	3	1	1	2	3	2	2	3	4	3	4	4
1922	0	2	0	0	3	0	1	1	0	2	2	0	3	2	2	0	2	3	2	2	2	3	3	3	3
1923	1	4	2	2	4	1	4	1	0	4	3	2	2	3	2	2	2	4	3	4	4	6	5	6	4
1924	0	1	0	1	1	0	1	1	0	3	1	3	2	3	1	1	1	1	0	0	1	1	1	1	1
1925	1	3	2	1	4	1	3	1	0	3	2	3	4	3	2	2	2	4	2	2	3	4	4	4	4
1926	1	5	2	2	4	1	4	1	1	4	2	4	4	4	1	5	5	4	4	4	4	4	5	6	5
1928	2	4	2	2	4	2	4	1	0	4	2	2	4	3	2	3	4	4	2	2	3	4	4	5	4
1928-1935	3	4	4	4	4	3	6	1	0	3	2	4	4	3	2	4	2	3	4	5	5	5	6	6	5
1929	1	2	1	0	3	1	1	1	0	3	3	0	2	2	1	0	1	4	2	3	3	3	3	3	3
1931	2	3	2	1	4	2	4	1	1	4	3	1	4	4	2	0	3	5	4	5	5	6	6	6	5
1933	1	3	1	1	4	1	2	1	0	4	2	2	4	3	1	1	3	4	3	3	3	3	5	5	4
1934	2	3	2	1	4	2	4	1	0	4	3	3	4	3	2	2	2	4	4	3	4	4	4	4	4
1935	1	2	1	1	3	1	3	1	0	3	2	0	3	2	1	0	2	2	2	2	2	3	3	3	3
1936	0	2	1	0	2	0	2	1	0	3	2	0	3	3	1	0	2	2	1	1	1	1	2	2	2
1937	2	3	2	1	4	2	4	1	0	4	1	3	1	4	1	2	1	4	5	5	5	6	5	4	4
1939	0	3	1	2	3	0	2	1	1	4	2	4	4	4	1	4	3	2	2	3	3	2	3	3	3
1940	1	4	1	1	4	1	2	1	0	3	4	4	2	4	4	3	2	4	4	3	3	4	4	4	4
1941-	2	3	2	1	3	2	4	1	0	4	3	3	3	3	2	3	3	2	1	1	2	2	3	3	2
1942	2	4	2	2	4	2	4	1	0	0	3	4	4	0	2	4	3	4	4	4	5	5	5	6	5
1943	1	3	1	1	4	1	2	1	0	3	2	3	2	3	1	2	1	3	3	3	3	4	4	4	4
1944	0	2	1	1	2	0	2	1	0	4	3	3	4	4	2	2	3	2	1	1	1	2	2	2	2
1945	1	3	1	1	3	1	2	1	0	3	2	4	3	3	2	3	2	3	3	3	3	4	3	4	4
1946	1	3	1	1	4	1	2	1	0	3	3	3	3	3	2	2	2	3	2	2	3	3	3	3	3
1947	1	4	1	1	4	1	3	1	0	4	3	3	3	4	3	2	2	4	3	3	4	5	4	4	4
1948	1	4	1	1	4	1	2	1	0	3	2	3	4	3	1	2	3	3	4	3	3	4	4	5	4
1950	1	2	1	1	3	1	3	1	0	3	2	3	3	4	1	2	2	2	2	2	2	3	3	3	3
1951	1	5	1	2	4	1	2	1	0	4	2	4	4	4	1	5	5	5	3	4	5	5	5	5	4
1952	1	3	1	1	4	1	2	1	0	4	4	3	4	4	3	2	2	3	3	2	3	3	4	5	4
1953	2	3	2	2	4	2	3	1	0	4	4	3	4	4	2	2	3	3	3	3	3	4	4	4	4
1954	1	4	1	1	4	1	3	1	0	4	4	4	4	4	3	3	3	4	2	3	3	3	4	4	4
1955	1	3	1	1	4	1	3	1	0	4	2	3	3	4	2	2	3	3	3	3	3	4	4	4	4
1956	2	4	2	1	4	2	4	1	0	4	4	3	4	5	2	2	2	4	2	3	4	4	4	4	4
1956)	1	3	1	1	4	1	2	1	0	3	3	3	4	3	1	2	3	3	3	3	3	4	5	5	4
1957	1	2	1	1	3	1	2	1	0	3	1	2	4	3	0	1	2	2	1	2	1	2	2	3	2
1958	2	3	2	1	4	2	4	1	0	4	3	4	4	3	2	3	3	3	2	2	2	3	3	3	3
1959	1	2	1	1	4	1	2	1	0	4	2	2	2	4	2	0	2	2	2	2	2	3	4	4	3
1960	2	4	2	2	4	2	5	1	2	4	2	3	4	4	1	2	4	4	4	4	4	5	4	5	4
1960s	1	4	1	2	4	1	3	1	0	4	3	4	4	4	2	4	3	5	4	4	5	5	5	5	5
1961	2	3	2	1	5	2	4	1	0	4	3	2	2	4	1	1	1	4	4	4	4	4	5	5	4
1962	1	3	1	1	4	1	2	1	0	2	2	3	0	2	1	2	0	3	3	2	3	3	3	4	3
1963	2	4	2	1	4	2	3	1	0	3	4	2	3	3	2	2	2	3	2	2	3	3	4	4	3
1963-65)	3	2	3	3	4	3	5	1	2	4	2	4	4	2	2	2	2	4	4	3	4	5	5	5	4
1964	2	2	2	2	4	2	4	1	0	4	4	2	4	3	2	2	3	3	2	2	2	2	3	4	2
1965	1	4	1	2	4	1	3	1	0	3	3	2	3	3	2	0	2	4	3	3	5	5	5	5	5
1966	2	3	2	1	4	2	5	1	0	4	4	4	4	3	3	2	2	3	2	2	2	3	3	3	3
1967	2	4	2	1	4	2	2	1	0	2	3	2	4	2	2	2	2	4	3	3	4	4	4	4	4
1968	0	2	1	0	3	0	1	1	0	3	3	3	3	2	2	2	2	2	2	2	2	2	2	3	3
1969	1	2	1	1	4	1	2	1	0	3	2	3	0	3	2	1	0	4	3	5	4	4	4	5	4
1970	1	3	1	1	4	1	3	1	0	3	2	2	2	3	1	1	1	4	3	3	3	4	4	4	4
1970s	1	3	1	1	4	1	4	1	0	4	1	4	3	5	1	4	2	4	4	4	4	4	4	5	4
1972	0	2	0	0	3	0	2	1	1	2	2	3	4	2	0	2	2	2	2	2	2	2	3	3	3
1974	1	2	0	1	3	1	2	1	0	3	3	3	4	3	2	3	3	3	3	2	3	3	3	3	3
1975	1	4	1	2	4	1	2	1	2	1	2	4	4	1	1	4	4	5	4	5	6	5	6	5	5
1977)	1	3	1	2	4	1	2	1	0	3	1	6	4	3	0	2	2	3	2	3	4	4	5	5	4
1978	1	3	1	1	4	1	3	1	0	4	3	2	4	4	1	1	2	4	3	3	4	4	4	4	4
1982	0	1	0	1	2	0	2	1	0	3	2	4	1	4	1	3	1	2	1	1	2	1	2	2	2
1983	1	3	2	1	3	1	2	1	0	3	3	4	2	3	3	3	1	3	2	1	2	2	3	3	3
1986	2	1	3	2	3	2	4	1	0	3	3	4	4	2	1	3	2	2	1	1	1	1	2	2	2
1990)	1	3	1	1	4	1	1	1	0	4	3	3	4	4	2	2	3	2	2	3	3	4	4	4	4
1993	2	4	2	2	4	2	3	1	0	4	2	2	3	4	1	1	2	4	3	4	3	4	4	4	4
1994	2	3	1	1	4	2	2	1	0	2	3	4	2	1	2	2	1	4	3	3	3	4	4	4	3
1995	1	3	1	1	4	1	4	1	0	4	2	3	2	3	2	2	1	4	4	3	4	5	5	5	5
1997	1	2	1	1	3	1	2	1	0	3	2	2	2	3	1	2	2	2	2	2	3	3	4	4	4
1997)	1	2	1	1	4	1	5	1	4	3	1	4	4	2	0	2	2	4	3	2	3	3	4	4	4
1998	1	3	1	1	3	1	2	1	0	3	3	4	2	3	2	2	1	3	2	2	3	3	3	3	3
1999	0	2	1	1	2	0	1	1	0	2	2	3	2	3	2	2	1	1	1	1	1	2	3	2	2
2	0	0	0	0	1	0	0	1	0	4	4	0	4	6	3	0	5	0	0	0	0	0	0	1	1
2,	0	2	0	0	2	0	2	1	0	2	4	2	4	2	3	2	3	2	1	2	2	2	2	2	2
20,	0	2	0	0	2	0	1	1	0	0	2	4	2	0	2	3	1	2	1	2	1	2	2	2	2
2001	1	4	2	2	4	1	2	1	2	4	1	4	4	3	1	4	4	4	3	3	4	4	4	4	4
2002	1	3	1	1	4	1	3	1	0	3	2	4	3	3	2	3	2	3	3	2	3	4	4	4	4
2003	1	2	1	1	3	1	2	1	0	3	2	4	3	3	2	2	2	3	3	3	3	3	4	4	4
2005	2	4	2	1	4	2	5	1	0	4	4	1	4	4	2	0	2	4	3	3	3	5	4	4	4
20th	0	2	0	0	3	0	2	1	0	1	2	4	3	0	2	2	2	2	2	2	2	4	4	4	3
20th-century	4	3	3	2	4	4	6	1	0	4	4	4	4	4	2	3	3	5	6	5	6	5	5	5	5
21,	1	2	0	0	3	1	2	1	0	3	3	3	3	2	2	2	2	2	2	2	2	2	3	4	4
22	1	2	0	0	3	1	2	1	0	4	4	3	4	4	3	2	4	3	3	3	3	3	4	4	3
22,	0	2	0	0	3	0	1	1	0	0	3	3	1	0	2	4	1	3	3	3	3	3	4	3	3
22nd	1	3	1	1	4	1	2	1	0	2	3	4	4	2	2	3	3	5	4	5	4	4	4	4	4
23,	0	2	0	0	3	0	1	1	0	2	3	3	2	2	2	2	1	2	2	1	1	2	2	3	2
25,	0	1	0	0	2	0	1	1	0	4	3	3	1	5	2	3	1	2	1	1	2	2	2	2	2
26,	0	2	0	0	2	0	1	1	0	4	3	4	1	4	2	3	0	2	2	2	2	2	2	2	2
27,	0	2	0	0	2	0	1	1	0	2	3	3	2	2	2	3	1	2	1	1	1	2	2	2	2
28	0	3	0	1	3	0	1	1	0	3	3	4	4	3	3	3	4	3	2	2	2	2	3	4	4
